age,years_with_bank,income,credit_score,has_loan,loan_amount,dti,missed_payments,prob_default,default,employment_status,housing
55,37,53083.51,601,1,25834.67,0.487,0,0.1382,1,employed,villa
54,1,40808.92,552,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
51,25,25658.11,529,0,0.0,0.0,0,0.0,0,employed,hyresrätt
49,25,36452.9,546,0,0.0,0.0,0,0.0,0,employed,hyresrätt
68,17,35662.62,599,0,0.0,0.0,0,0.0,0,retired,hyresrätt
60,11,40902.43,548,0,0.0,0.0,0,0.0,0,employed,villa
29,4,43064.84,509,0,0.0,0.0,0,0.0,0,employed,villa
63,27,36751.47,618,1,12064.43,0.328,2,0.292,0,employed,hyresrätt
66,35,29460.05,533,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
26,5,45002.81,566,0,0.0,0.0,0,0.0,0,employed,hyresrätt
45,14,43082.34,589,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
75,26,20562.57,558,0,0.0,0.0,0,0.0,0,retired,villa
63,2,36960.83,458,0,0.0,0.0,0,0.0,0,employed,hyresrätt
27,6,44918.12,581,1,2438.71,0.054,1,0.1568,0,employed,hyresrätt
20,0,11693.29,588,0,0.0,0.0,0,0.0,0,student,bostadsrätt
60,39,36736.89,610,1,20190.4,0.55,1,0.2441,0,employed,hyresrätt
51,30,46610.08,496,1,12889.56,0.277,2,0.3175,0,employed,hyresrätt
88,20,34119.61,650,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
56,14,37640.47,511,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
85,30,29603.24,525,0,0.0,0.0,0,0.0,0,retired,inneboende
33,10,54426.09,607,0,0.0,0.0,0,0.0,0,employed,villa
50,23,56564.62,603,1,0.0,0.0,1,0.0979,0,employed,bostadsrätt
28,5,45501.19,569,1,2732.62,0.06,0,0.0984,0,employed,villa
59,9,68321.65,563,1,32053.29,0.469,1,0.3502,1,employed,bostadsrätt
31,1,32616.6,606,1,2038.21,0.062,0,0.0975,0,employed,bostadsrätt
53,10,65488.93,583,1,32900.57,0.502,0,0.2311,0,employed,hyresrätt
43,13,49219.59,511,0,0.0,0.0,0,0.0,0,employed,hyresrätt
31,5,56084.65,623,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
25,4,36159.55,566,0,0.0,0.0,0,0.0,0,employed,inneboende
55,10,50133.7,617,1,15649.59,0.312,0,0.1438,0,employed,bostadsrätt
87,38,22252.95,590,0,0.0,0.0,0,0.0,0,retired,villa
32,5,26951.7,646,1,10971.61,0.407,2,0.4221,1,employed,hyresrätt
47,25,38040.08,559,1,9946.68,0.261,3,0.4336,1,employed,hyresrätt
34,6,14304.97,542,0,0.0,0.0,0,0.0,0,employed,inneboende
77,18,17408.76,580,0,0.0,0.0,0,0.0,0,retired,hyresrätt
48,18,30207.9,549,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
89,10,23101.65,583,0,0.0,0.0,0,0.0,0,retired,hyresrätt
35,3,75083.72,470,0,0.0,0.0,0,0.0,0,employed,villa
23,2,60613.64,573,0,0.0,0.0,0,0.0,0,employed,hyresrätt
60,32,22726.63,559,1,8602.14,0.379,1,0.2137,0,employed,villa
65,5,24523.28,543,0,0.0,0.0,0,0.0,0,retired,hyresrätt
90,17,28095.4,524,0,0.0,0.0,0,0.0,0,retired,hyresrätt
81,27,23218.59,597,0,0.0,0.0,0,0.0,0,retired,villa
82,28,12132.0,532,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
64,17,43311.79,579,0,0.0,0.0,0,0.0,0,employed,hyresrätt
44,2,23840.66,545,1,8284.27,0.347,0,0.2065,0,employed,bostadsrätt
49,0,27624.05,568,0,0.0,0.0,0,0.0,0,employed,hyresrätt
27,4,42067.56,619,1,12377.14,0.294,0,0.1522,0,employed,hyresrätt
49,25,41192.83,582,1,5774.58,0.14,1,0.137,0,employed,hyresrätt
44,0,31497.25,585,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
20,2,15539.9,545,0,0.0,0.0,0,0.0,0,student,hyresrätt
32,10,38922.65,543,0,0.0,0.0,0,0.0,0,employed,villa
57,0,50633.81,561,0,0.0,0.0,0,0.0,0,employed,villa
44,9,39082.17,551,0,0.0,0.0,0,0.0,0,employed,hyresrätt
90,9,19850.02,570,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
52,33,31650.15,575,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
87,22,28559.42,530,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
66,13,25973.71,546,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
20,0,14243.83,476,0,0.0,0.0,0,0.0,0,student,bostadsrätt
32,8,30620.95,548,0,0.0,0.0,0,0.0,0,employed,hyresrätt
69,0,23122.17,545,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
57,10,19712.65,620,0,0.0,0.0,0,0.0,0,employed,hyresrätt
40,3,60585.76,630,1,21433.99,0.354,0,0.1721,1,employed,villa
56,24,41079.86,532,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
83,27,22627.67,568,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
46,13,56014.3,587,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
21,0,11432.04,526,1,313.77,0.027,0,0.1559,1,student,hyresrätt
40,8,31239.68,549,0,0.0,0.0,0,0.0,0,employed,hyresrätt
86,34,14661.27,544,0,0.0,0.0,0,0.0,0,retired,hyresrätt
73,8,26907.58,627,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
79,6,25356.27,533,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
84,4,23394.39,561,0,0.0,0.0,0,0.0,0,retired,hyresrätt
26,7,44628.43,465,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
38,2,34801.27,588,0,0.0,0.0,0,0.0,0,employed,hyresrätt
22,2,17388.28,588,0,0.0,0.0,0,0.0,0,student,hyresrätt
18,0,13986.64,495,0,0.0,0.0,0,0.0,0,student,hyresrätt
78,40,20283.54,546,0,0.0,0.0,0,0.0,0,retired,villa
86,26,29600.55,583,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
29,4,36844.87,559,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
70,8,24279.54,569,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
57,0,48974.14,554,0,0.0,0.0,0,0.0,0,employed,villa
23,0,37374.8,630,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
84,39,21662.4,540,0,0.0,0.0,0,0.0,0,retired,hyresrätt
81,5,15854.72,649,0,0.0,0.0,0,0.0,0,retired,hyresrätt
59,0,44261.29,611,0,0.0,0.0,0,0.0,0,employed,hyresrätt
69,33,24614.51,599,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
46,12,31588.3,517,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
75,14,13527.4,582,0,0.0,0.0,0,0.0,0,retired,hyresrätt
50,23,39391.89,595,0,0.0,0.0,0,0.0,0,employed,hyresrätt
90,21,19191.85,469,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
22,4,11940.89,482,0,0.0,0.0,0,0.0,0,student,hyresrätt
30,6,46952.06,581,0,0.0,0.0,0,0.0,0,employed,villa
88,29,19530.32,554,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
39,19,37240.43,547,0,0.0,0.0,0,0.0,0,employed,hyresrätt
40,10,48121.27,614,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
75,11,27777.86,519,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
31,13,28612.15,538,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
55,8,36984.94,535,0,0.0,0.0,0,0.0,0,employed,hyresrätt
38,0,57970.79,593,1,25491.22,0.44,0,0.2331,0,employed,villa
32,8,41959.02,496,0,0.0,0.0,0,0.0,0,employed,hyresrätt
88,40,30211.77,554,0,0.0,0.0,0,0.0,0,retired,hyresrätt
32,1,58529.66,505,0,0.0,0.0,0,0.0,0,employed,hyresrätt
24,5,36556.74,546,0,0.0,0.0,0,0.0,0,employed,villa
67,34,25884.56,596,1,8530.24,0.33,1,0.1729,0,retired,bostadsrätt
81,38,29309.92,602,0,0.0,0.0,0,0.0,0,retired,hyresrätt
27,4,27859.26,522,0,0.0,0.0,0,0.0,0,employed,hyresrätt
69,10,17375.69,567,0,0.0,0.0,0,0.0,0,retired,hyresrätt
57,20,37010.99,560,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
78,5,22451.22,601,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
27,8,71223.69,583,1,26326.37,0.37,1,0.2877,0,employed,bostadsrätt
89,27,13676.25,434,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
63,19,45570.99,610,1,0.0,0.0,1,0.1037,0,employed,villa
79,21,11136.2,529,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
44,19,33067.97,553,0,0.0,0.0,0,0.0,0,employed,villa
86,21,35583.04,581,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
63,34,19889.9,505,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
27,9,26285.63,555,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
85,38,25301.43,590,0,0.0,0.0,0,0.0,0,retired,villa
76,25,21302.26,573,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
39,16,35505.8,540,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
57,12,44993.82,609,1,5900.49,0.131,1,0.1578,0,employed,bostadsrätt
46,1,40332.74,519,0,0.0,0.0,0,0.0,0,employed,inneboende
57,16,55555.1,555,0,0.0,0.0,0,0.0,0,employed,hyresrätt
88,35,26451.6,563,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
83,5,27571.46,563,0,0.0,0.0,0,0.0,0,retired,hyresrätt
33,8,37613.21,548,0,0.0,0.0,0,0.0,0,employed,villa
88,7,24012.62,599,0,0.0,0.0,0,0.0,0,retired,villa
49,13,30168.61,570,1,6761.84,0.224,1,0.2056,0,employed,bostadsrätt
69,5,26501.11,553,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
73,30,18431.38,569,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
53,29,27970.77,595,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
51,25,24635.04,570,0,0.0,0.0,0,0.0,0,employed,hyresrätt
51,23,33035.06,494,0,0.0,0.0,0,0.0,0,employed,villa
80,9,24441.4,595,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
46,15,30917.05,565,1,12399.34,0.401,1,0.2853,1,employed,hyresrätt
38,2,36039.12,583,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
44,10,17370.43,530,0,0.0,0.0,0,0.0,0,employed,hyresrätt
32,7,35552.2,486,1,5637.81,0.159,0,0.1438,0,employed,bostadsrätt
46,19,52283.04,488,1,35667.52,0.682,2,0.6296,1,employed,bostadsrätt
26,0,48462.16,527,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
24,5,38956.94,581,0,0.0,0.0,0,0.0,0,employed,hyresrätt
70,18,14324.08,600,1,3731.47,0.261,1,0.2431,0,retired,bostadsrätt
23,5,30060.88,565,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
59,21,59493.26,544,1,8781.25,0.148,2,0.2603,1,employed,bostadsrätt
74,22,26003.39,529,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
70,28,34007.37,624,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
50,27,71088.23,547,1,19334.05,0.272,0,0.1144,0,employed,bostadsrätt
32,2,31837.81,637,0,0.0,0.0,0,0.0,0,employed,hyresrätt
85,20,31652.83,638,0,0.0,0.0,0,0.0,0,retired,hyresrätt
78,1,27634.74,634,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
62,19,37366.12,583,0,0.0,0.0,0,0.0,0,employed,villa
24,5,67744.8,570,1,10660.18,0.157,1,0.2035,1,employed,hyresrätt
20,2,9830.98,549,0,0.0,0.0,0,0.0,0,student,villa
41,6,29684.13,590,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
29,4,29218.49,526,0,0.0,0.0,0,0.0,0,employed,hyresrätt
80,22,18490.43,510,0,0.0,0.0,0,0.0,0,retired,hyresrätt
33,6,51967.62,560,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
38,3,34174.26,524,0,0.0,0.0,0,0.0,0,employed,hyresrätt
89,12,15436.19,595,0,0.0,0.0,0,0.0,0,retired,hyresrätt
77,16,17201.21,525,0,0.0,0.0,0,0.0,0,retired,villa
33,8,60654.93,583,0,0.0,0.0,0,0.0,0,employed,inneboende
45,25,48265.69,619,1,5905.25,0.122,0,0.0703,0,employed,hyresrätt
55,20,40785.54,622,0,0.0,0.0,0,0.0,0,employed,hyresrätt
66,15,27751.43,566,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
86,27,24768.48,577,0,0.0,0.0,0,0.0,0,retired,inneboende
81,31,22365.05,522,0,0.0,0.0,0,0.0,0,retired,villa
89,17,23661.96,596,0,0.0,0.0,0,0.0,0,retired,villa
20,1,8747.16,584,1,3950.63,0.452,0,0.3192,0,student,hyresrätt
35,3,36584.76,482,0,0.0,0.0,0,0.0,0,employed,inneboende
59,35,22164.1,635,1,8355.56,0.377,3,0.41,1,employed,hyresrätt
21,3,9142.47,507,0,0.0,0.0,0,0.0,0,student,hyresrätt
43,4,19328.09,568,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
29,4,53012.04,574,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
86,11,21547.57,547,0,0.0,0.0,0,0.0,0,retired,villa
22,4,15235.31,532,0,0.0,0.0,0,0.0,0,student,bostadsrätt
28,0,31235.47,511,0,0.0,0.0,0,0.0,0,employed,villa
32,3,60848.2,597,1,22965.43,0.377,1,0.3047,1,employed,hyresrätt
28,3,35619.35,545,0,0.0,0.0,0,0.0,0,employed,hyresrätt
59,22,21205.76,504,0,0.0,0.0,0,0.0,0,employed,villa
44,6,55405.35,533,1,27232.45,0.492,0,0.265,0,employed,bostadsrätt
84,22,26155.12,508,0,0.0,0.0,0,0.0,0,retired,hyresrätt
37,14,29127.39,537,0,0.0,0.0,0,0.0,0,employed,hyresrätt
57,33,36020.17,594,1,13435.55,0.373,0,0.1164,0,employed,villa
66,4,15474.18,512,0,0.0,0.0,0,0.0,0,retired,villa
63,5,38553.68,599,0,0.0,0.0,0,0.0,0,employed,villa
76,3,20281.44,539,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
32,13,35783.4,551,0,0.0,0.0,0,0.0,0,employed,villa
55,24,18173.3,556,0,0.0,0.0,0,0.0,0,employed,hyresrätt
76,21,17369.74,608,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
81,32,29130.05,514,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
63,24,37493.21,637,1,5244.88,0.14,0,0.0716,0,employed,villa
65,9,27901.38,592,1,11336.24,0.406,2,0.4363,1,retired,hyresrätt
81,20,25891.23,558,0,0.0,0.0,0,0.0,0,retired,inneboende
63,28,32679.38,616,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
87,1,25195.64,534,0,0.0,0.0,0,0.0,0,retired,hyresrätt
27,6,26322.67,562,1,3448.46,0.131,0,0.1157,0,employed,bostadsrätt
43,12,48649.88,550,0,0.0,0.0,0,0.0,0,employed,hyresrätt
26,0,40564.66,597,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
24,1,42937.73,533,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
52,15,31211.72,558,1,7125.46,0.228,0,0.1246,0,employed,villa
34,5,35778.67,585,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
47,8,39931.36,605,1,11705.57,0.293,1,0.2382,0,employed,villa
49,20,33752.0,532,0,0.0,0.0,0,0.0,0,employed,hyresrätt
63,16,43977.19,601,1,12222.27,0.278,0,0.1243,0,employed,villa
87,20,11518.34,508,0,0.0,0.0,0,0.0,0,retired,villa
80,32,22367.52,477,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
45,2,43338.28,532,1,1357.46,0.031,0,0.1058,0,employed,hyresrätt
41,8,17053.09,578,0,0.0,0.0,0,0.0,0,employed,inneboende
74,2,32614.9,553,0,0.0,0.0,0,0.0,0,retired,villa
27,9,37553.55,540,0,0.0,0.0,0,0.0,0,employed,villa
57,7,64143.1,584,0,0.0,0.0,0,0.0,0,employed,hyresrätt
48,25,57651.09,588,1,8927.81,0.155,0,0.0818,0,employed,villa
31,2,33936.79,579,0,0.0,0.0,0,0.0,0,employed,hyresrätt
63,13,48662.83,508,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
41,14,32872.54,557,1,9750.77,0.297,2,0.366,0,employed,bostadsrätt
31,11,40032.29,570,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
65,7,9283.64,483,0,0.0,0.0,0,0.0,0,retired,hyresrätt
30,2,53356.0,515,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
67,36,17148.75,547,0,0.0,0.0,0,0.0,0,retired,hyresrätt
29,3,40899.88,561,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
49,6,69801.09,586,0,0.0,0.0,0,0.0,0,employed,hyresrätt
76,30,24497.13,541,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
34,1,20713.59,519,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
74,35,23590.14,550,0,0.0,0.0,0,0.0,0,retired,inneboende
70,35,9043.7,566,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
83,35,23713.58,616,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
30,3,41908.69,473,0,0.0,0.0,0,0.0,0,employed,inneboende
70,4,15393.92,566,0,0.0,0.0,0,0.0,0,retired,villa
86,17,24121.74,551,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
73,13,27278.59,577,1,5684.78,0.208,0,0.1531,0,retired,bostadsrätt
31,13,45653.81,618,0,0.0,0.0,0,0.0,0,employed,hyresrätt
78,25,12137.6,521,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
25,7,45220.06,604,0,0.0,0.0,0,0.0,0,employed,villa
60,30,44073.26,529,1,20667.66,0.469,0,0.1751,0,employed,inneboende
54,26,34889.46,575,1,17257.12,0.495,2,0.4204,0,employed,hyresrätt
56,4,22495.23,537,1,2968.07,0.132,1,0.2099,0,employed,hyresrätt
55,2,21450.4,546,0,0.0,0.0,0,0.0,0,employed,villa
20,0,9391.77,494,0,0.0,0.0,0,0.0,0,student,inneboende
55,22,57738.08,603,1,17838.94,0.309,1,0.1983,0,employed,bostadsrätt
86,8,23197.56,613,0,0.0,0.0,0,0.0,0,retired,hyresrätt
49,31,31904.72,531,1,17145.84,0.537,1,0.3105,0,employed,bostadsrätt
38,2,40114.12,567,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
90,38,15432.64,595,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
25,5,24255.01,537,0,0.0,0.0,0,0.0,0,employed,hyresrätt
53,3,32934.72,609,0,0.0,0.0,0,0.0,0,employed,hyresrätt
55,2,55914.22,555,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
52,13,50088.94,569,1,14018.26,0.28,1,0.2305,0,employed,hyresrätt
85,13,28629.1,517,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
48,9,36222.21,565,1,8655.41,0.239,1,0.2276,0,employed,hyresrätt
89,21,25151.1,559,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
22,0,9073.42,559,0,0.0,0.0,0,0.0,0,student,inneboende
71,5,30693.39,528,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
61,28,44822.17,551,0,0.0,0.0,0,0.0,0,employed,hyresrätt
35,17,44691.17,590,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
34,4,43049.75,619,1,18469.77,0.429,0,0.2033,1,employed,hyresrätt
70,38,22165.63,592,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
64,14,33388.3,635,0,0.0,0.0,0,0.0,0,employed,hyresrätt
62,13,26396.2,577,1,6833.18,0.259,0,0.1324,0,employed,villa
21,0,12050.29,556,0,0.0,0.0,0,0.0,0,student,hyresrätt
61,17,38623.02,594,0,0.0,0.0,0,0.0,0,employed,villa
89,20,16807.89,611,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
19,1,16762.29,590,1,8224.09,0.491,0,0.3385,0,student,hyresrätt
52,5,43275.68,520,0,0.0,0.0,0,0.0,0,employed,villa
54,6,49415.57,601,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
83,17,20259.46,563,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
38,1,36753.03,548,1,7747.1,0.211,1,0.2515,0,employed,villa
52,5,59754.52,506,0,0.0,0.0,0,0.0,0,employed,hyresrätt
70,25,27913.88,502,1,6387.03,0.229,2,0.3767,1,retired,hyresrätt
22,4,18208.11,528,0,0.0,0.0,0,0.0,0,student,inneboende
76,23,12633.92,491,0,0.0,0.0,0,0.0,0,retired,hyresrätt
78,5,17128.87,529,0,0.0,0.0,0,0.0,0,retired,villa
70,40,15675.43,591,1,6560.54,0.419,1,0.242,0,retired,hyresrätt
65,21,22218.71,533,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
72,29,18949.95,562,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
75,8,31617.43,513,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
83,23,12571.38,562,0,0.0,0.0,0,0.0,0,retired,inneboende
49,2,33192.64,574,1,10458.39,0.315,0,0.1815,0,employed,hyresrätt
51,21,37317.54,512,1,11802.08,0.316,2,0.3725,0,employed,bostadsrätt
64,8,25892.74,521,1,352.15,0.014,0,0.0934,0,employed,hyresrätt
32,13,45887.92,520,0,0.0,0.0,0,0.0,0,employed,hyresrätt
80,2,11587.54,557,0,0.0,0.0,0,0.0,0,retired,hyresrätt
74,26,20418.38,564,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
64,5,51915.0,569,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
40,15,37884.54,560,0,0.0,0.0,0,0.0,0,employed,hyresrätt
43,12,41941.15,580,0,0.0,0.0,0,0.0,0,employed,inneboende
49,30,49174.74,597,1,12145.57,0.247,1,0.1541,0,employed,hyresrätt
66,26,16978.81,535,0,0.0,0.0,0,0.0,0,retired,villa
74,15,25799.24,530,0,0.0,0.0,0,0.0,0,retired,hyresrätt
67,3,31171.18,550,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
85,24,29536.12,556,0,0.0,0.0,0,0.0,0,retired,hyresrätt
88,18,21826.0,637,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
69,2,16968.81,525,0,0.0,0.0,0,0.0,0,retired,villa
45,16,44843.55,583,1,19265.04,0.43,0,0.1807,0,employed,bostadsrätt
61,8,54888.76,593,1,10014.1,0.182,0,0.1171,0,employed,hyresrätt
49,7,48656.95,625,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
63,0,34684.65,521,1,14050.76,0.405,1,0.3785,0,employed,bostadsrätt
77,15,19839.94,604,0,0.0,0.0,0,0.0,0,retired,hyresrätt
44,5,39402.95,555,1,13404.82,0.34,1,0.2993,0,employed,bostadsrätt
54,2,30878.78,652,0,0.0,0.0,0,0.0,0,employed,villa
21,1,8876.64,548,0,0.0,0.0,0,0.0,0,student,hyresrätt
71,9,25036.03,502,1,6760.8,0.27,1,0.3368,1,retired,bostadsrätt
53,4,21408.85,538,0,0.0,0.0,0,0.0,0,employed,villa
51,15,63824.88,640,1,32146.24,0.504,2,0.4389,0,employed,bostadsrätt
56,2,32122.0,556,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
33,15,62841.52,583,1,15649.01,0.249,0,0.1234,0,employed,hyresrätt
61,19,44837.86,602,1,11634.43,0.259,0,0.1128,0,employed,hyresrätt
72,40,15959.19,549,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
43,22,21992.74,548,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
27,9,40056.03,526,1,10748.22,0.268,2,0.3911,0,employed,hyresrätt
46,15,62706.21,654,1,19569.27,0.312,2,0.3139,1,employed,bostadsrätt
32,6,58691.64,528,1,24359.59,0.415,1,0.3529,0,employed,bostadsrätt
45,20,43290.86,579,0,0.0,0.0,0,0.0,0,employed,hyresrätt
63,3,26215.98,568,1,2074.12,0.079,1,0.1789,0,employed,bostadsrätt
26,7,28514.02,552,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
72,13,20655.66,500,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
34,0,55337.86,530,1,23806.72,0.43,2,0.5364,0,employed,bostadsrätt
83,9,24051.77,572,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
71,9,24005.34,519,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
37,0,36363.03,472,0,0.0,0.0,0,0.0,0,employed,villa
59,27,58584.53,605,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
26,0,28257.12,514,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
25,6,40621.88,587,0,0.0,0.0,0,0.0,0,employed,hyresrätt
87,18,10195.9,537,0,0.0,0.0,0,0.0,0,retired,villa
76,29,21677.83,551,0,0.0,0.0,0,0.0,0,retired,hyresrätt
29,4,32369.03,556,0,0.0,0.0,0,0.0,0,employed,hyresrätt
38,2,31435.15,507,1,9751.65,0.31,1,0.3219,1,employed,hyresrätt
32,2,57000.72,540,1,21837.27,0.383,1,0.345,1,employed,villa
46,18,62972.41,577,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
39,15,41377.51,522,0,0.0,0.0,0,0.0,0,employed,villa
41,6,36781.38,588,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
56,13,32801.91,548,1,21609.16,0.659,1,0.4589,0,employed,villa
31,13,40020.96,508,1,8934.72,0.223,3,0.5015,0,employed,bostadsrätt
82,34,24327.24,544,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
71,16,19041.91,555,0,0.0,0.0,0,0.0,0,retired,hyresrätt
73,9,23240.18,532,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
30,3,35136.24,572,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
69,22,32668.66,588,0,0.0,0.0,0,0.0,0,retired,hyresrätt
79,23,24602.35,656,0,0.0,0.0,0,0.0,0,retired,hyresrätt
30,2,36189.24,602,1,4208.79,0.116,1,0.1831,1,employed,hyresrätt
72,2,26058.93,483,0,0.0,0.0,0,0.0,0,retired,hyresrätt
44,13,49146.36,559,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
75,32,27478.93,557,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
52,5,58891.36,599,0,0.0,0.0,0,0.0,0,employed,villa
76,16,24403.26,518,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
28,1,47320.21,543,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
46,7,48700.93,519,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
37,12,31503.29,534,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
36,5,29027.7,530,0,0.0,0.0,0,0.0,0,employed,hyresrätt
40,6,27612.77,539,1,9086.53,0.329,1,0.2974,0,employed,bostadsrätt
45,27,37035.18,524,0,0.0,0.0,0,0.0,0,employed,hyresrätt
27,1,48390.46,605,1,17073.36,0.353,0,0.1874,1,employed,bostadsrätt
69,7,20559.82,566,0,0.0,0.0,0,0.0,0,retired,hyresrätt
58,38,47295.18,529,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
78,22,31862.67,566,0,0.0,0.0,0,0.0,0,retired,villa
69,1,25507.03,484,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
28,4,54005.65,625,1,23262.47,0.431,1,0.3147,0,employed,hyresrätt
23,3,37948.34,623,1,8319.93,0.219,0,0.13,0,employed,bostadsrätt
